"controller_name","violator_name","mine_name","current_assessment_amt","iss_dt","inspection_begin_dt","violation_occur_dt","fiscal_yr","fiscal_qtr","iss_year","likelihood","inj_illness","negligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-09-20","1995-07-03","1995-09-20",1995,4,1995,"Unlikely","NoLostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",189.00,"1995-06-02","1995-05-19","1995-06-02",1995,3,1995,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-10-19","1995-10-19","1995-10-19",1996,1,1995,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-09-25","1995-07-03","1995-09-25",1995,4,1995,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-10-31","1995-10-24","1995-10-31",1996,1,1995,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",178.00,"1995-09-14","1995-07-03","1995-09-14",1995,4,1995,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-12-06","1995-10-24","1995-12-06",1996,1,1995,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-04-30","1995-04-11","1995-04-30",1995,3,1995,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-05-09","1995-04-11","1995-05-09",1995,3,1995,"Unlikely","Fatal","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-09-08","1995-07-03","1995-09-08",1995,4,1995,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-04-18","1995-04-18","1995-04-18",1995,3,1995,"Unlikely","LostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",119.00,"1995-02-05","1995-01-03","1995-02-05",1995,2,1995,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",119.00,"1995-02-05","1995-01-03","1995-02-05",1995,2,1995,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",157.00,"1995-02-05","1995-01-03","1995-02-05",1995,2,1995,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",119.00,"1995-02-05","1995-01-03","1995-02-05",1995,2,1995,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",157.00,"1995-02-05","1995-01-03","1995-02-05",1995,2,1995,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-10-19","1995-10-19","1995-10-19",1996,1,1995,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",178.00,"1995-09-14","1995-07-03","1995-09-14",1995,4,1995,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-09-14","1995-07-03","1995-09-14",1995,4,1995,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-09-20","1995-07-03","1995-09-20",1995,4,1995,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-10-26","1995-10-26","1995-10-26",1996,1,1995,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-10-26","1995-10-26","1995-10-26",1996,1,1995,"Unlikely","NoLostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",189.00,"1995-05-03","1995-04-11","1995-05-03",1995,3,1995,"Reasonably","Fatal","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-07-20","1995-07-03","1995-07-20",1995,4,1995,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-09-20","1995-07-03","1995-09-20",1995,4,1995,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",119.00,"1995-07-20","1995-07-03","1995-07-20",1995,4,1995,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",178.00,"1995-09-14","1995-07-03","1995-09-14",1995,4,1995,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",178.00,"1995-09-14","1995-07-03","1995-09-14",1995,4,1995,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-09-15","1995-07-03","1995-09-15",1995,4,1995,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-09-20","1995-07-03","1995-09-20",1995,4,1995,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-11-27","1995-10-24","1995-11-27",1996,1,1995,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-12-12","1995-10-24","1995-12-12",1996,1,1995,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",220.00,"1995-04-30","1995-04-11","1995-04-30",1995,3,1995,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",119.00,"1995-04-30","1995-04-11","1995-04-30",1995,3,1995,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-05-03","1995-04-11","1995-05-03",1995,3,1995,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",157.00,"1995-02-05","1995-01-03","1995-02-05",1995,2,1995,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",119.00,"1995-07-24","1995-07-03","1995-07-24",1995,4,1995,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",189.00,"1995-09-08","1995-07-03","1995-09-08",1995,4,1995,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",119.00,"1995-02-05","1995-01-03","1995-02-05",1995,2,1995,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",157.00,"1995-11-20","1995-10-24","1995-11-20",1996,1,1995,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-11-27","1995-10-24","1995-11-27",1996,1,1995,"Unlikely","NoLostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",157.00,"1995-11-27","1995-10-24","1995-11-27",1996,1,1995,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-04-12","1995-04-11","1995-04-12",1995,3,1995,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-01-03","1995-01-03","1995-01-03",1995,2,1995,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-01-20","1995-01-03","1995-01-20",1995,2,1995,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",157.00,"1995-02-05","1995-01-03","1995-02-05",1995,2,1995,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-11-30","1995-10-24","1995-11-30",1996,1,1995,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-09-14","1995-07-03","1995-09-14",1995,4,1995,"Unlikely","NoLostDays","ModNegligence"
"","Carlisa Trucking","Upper Big Branch Mine-South",60.00,"1995-05-08","1995-04-11","1995-05-08",1995,3,1995,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-10-19","1995-10-19","1995-10-19",1996,1,1995,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-05-03","1995-04-11","1995-05-03",1995,3,1995,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-04-30","1995-04-11","1995-04-30",1995,3,1995,"Unlikely","LostDays","HighNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",178.00,"1995-09-15","1995-07-03","1995-09-15",1995,4,1995,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-03-14","1995-01-03","1995-03-14",1995,2,1995,"Unlikely","NoLostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-10-26","1995-10-26","1995-10-26",1996,1,1995,"Unlikely","NoLostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",204.00,"1995-12-06","1995-10-24","1995-12-06",1996,1,1995,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-02-05","1995-01-03","1995-02-05",1995,2,1995,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-12-06","1995-10-24","1995-12-06",1996,1,1995,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-07-20","1995-07-03","1995-07-20",1995,4,1995,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1995-11-30","1995-10-24","1995-11-30",1996,1,1995,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-03-11","1996-01-29","1996-03-11",1996,2,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-08-12","1996-07-08","1996-08-12",1996,4,1996,"Unlikely","NoLostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-03-27","1996-01-29","1996-03-27",1996,2,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-05-22","1996-04-01","1996-05-22",1996,3,1996,"Unlikely","NoLostDays","HighNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-04-03","1996-01-29","1996-04-03",1996,3,1996,"NoLikelihood","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-06-13","1996-04-01","1996-06-13",1996,3,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-03-24","1996-01-29","1996-03-24",1996,2,1996,"Unlikely","LostDays","HighNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-02-27","1996-01-29","1996-02-27",1996,2,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-03-04","1996-01-29","1996-03-04",1996,2,1996,"Unlikely","NoLostDays","HighNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",235.00,"1996-07-09","1996-07-08","1996-07-09",1996,4,1996,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-05-30","1996-04-01","1996-05-30",1996,3,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",235.00,"1996-04-24","1996-04-01","1996-04-24",1996,3,1996,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-11-19","1996-10-01","1996-11-19",1997,1,1996,"Unlikely","NoLostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-07-22","1996-07-08","1996-07-22",1996,4,1996,"Unlikely","NoLostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-06-17","1996-04-01","1996-06-17",1996,3,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",362.00,"1996-06-05","1996-06-04","1996-06-05",1996,3,1996,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-08-12","1996-07-08","1996-08-12",1996,4,1996,"Unlikely","NoLostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-11-26","1996-10-01","1996-11-26",1997,1,1996,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",235.00,"1996-07-21","1996-07-08","1996-07-21",1996,4,1996,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-10-07","1996-10-07","1996-10-07",1997,1,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-04-21","1996-04-01","1996-04-21",1996,3,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-04-21","1996-04-01","1996-04-21",1996,3,1996,"Unlikely","Fatal","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",235.00,"1996-07-15","1996-07-08","1996-07-15",1996,4,1996,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-03-25","1996-01-29","1996-03-25",1996,2,1996,"Unlikely","LostDays","HighNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-03-04","1996-01-29","1996-03-04",1996,2,1996,"Unlikely","NoLostDays","HighNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",204.00,"1996-03-14","1996-01-29","1996-03-14",1996,2,1996,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-03-05","1996-01-29","1996-03-05",1996,2,1996,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",204.00,"1996-03-18","1996-01-29","1996-03-18",1996,2,1996,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-11-19","1996-10-01","1996-11-19",1997,1,1996,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-04-08","1996-04-08","1996-04-08",1996,3,1996,"Unlikely","NoLostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-06-19","1996-04-01","1996-06-19",1996,3,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-05-01","1996-04-01","1996-05-01",1996,3,1996,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-04-08","1996-04-08","1996-04-08",1996,3,1996,"Unlikely","LostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-07-15","1996-07-08","1996-07-15",1996,4,1996,"Unlikely","NoLostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-08-12","1996-07-08","1996-08-12",1996,4,1996,"Unlikely","NoLostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",235.00,"1996-04-22","1996-04-01","1996-04-22",1996,3,1996,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",235.00,"1996-06-04","1996-04-01","1996-06-04",1996,3,1996,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-11-18","1996-10-01","1996-11-18",1997,1,1996,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",235.00,"1996-07-24","1996-07-08","1996-07-24",1996,4,1996,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",1000.00,"1996-04-22","1996-04-01","1996-04-22",1996,3,1996,"Reasonably","LostDays","HighNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",235.00,"1996-04-02","1996-04-01","1996-04-02",1996,3,1996,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",235.00,"1996-07-24","1996-07-08","1996-07-24",1996,4,1996,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-05-30","1996-04-01","1996-05-30",1996,3,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-06-17","1996-04-01","1996-06-17",1996,3,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-03-05","1996-03-04","1996-03-05",1996,2,1996,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-03-05","1996-01-29","1996-03-05",1996,2,1996,"Unlikely","NoLostDays","HighNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-03-26","1996-01-29","1996-03-26",1996,2,1996,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",267.00,"1996-02-27","1996-01-29","1996-02-27",1996,2,1996,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-10-07","1996-10-07","1996-10-07",1997,1,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-06-25","1996-06-25","1996-06-25",1996,3,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",189.00,"1996-11-19","1996-10-01","1996-11-19",1997,1,1996,"Reasonably","LostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-07-24","1996-07-08","1996-07-24",1996,4,1996,"Unlikely","NoLostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-10-07","1996-10-07","1996-10-07",1997,1,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-05-15","1996-04-01","1996-05-15",1996,3,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",235.00,"1996-06-19","1996-04-01","1996-06-19",1996,3,1996,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-06-13","1996-04-01","1996-06-13",1996,3,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",235.00,"1996-07-18","1996-07-08","1996-07-18",1996,4,1996,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-05-22","1996-04-01","1996-05-22",1996,3,1996,"Unlikely","LostDays","HighNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-07-16","1996-07-08","1996-07-16",1996,4,1996,"Unlikely","NoLostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-06-19","1996-04-01","1996-06-19",1996,3,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-05-21","1996-04-01","1996-05-21",1996,3,1996,"Unlikely","LostDays","HighNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-06-20","1996-04-01","1996-06-20",1996,3,1996,"Unlikely","Fatal","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-05-21","1996-04-01","1996-05-21",1996,3,1996,"Unlikely","NoLostDays","HighNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-06-06","1996-04-01","1996-06-06",1996,3,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-05-21","1996-04-01","1996-05-21",1996,3,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",204.00,"1996-03-13","1996-01-29","1996-03-13",1996,2,1996,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-03-25","1996-01-29","1996-03-25",1996,2,1996,"Unlikely","LostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-03-27","1996-01-29","1996-03-27",1996,2,1996,"Unlikely","NoLostDays","HighNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-03-07","1996-01-29","1996-03-07",1996,2,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",204.00,"1996-03-13","1996-01-29","1996-03-13",1996,2,1996,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",204.00,"1996-03-05","1996-01-29","1996-03-05",1996,2,1996,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-10-29","1996-10-29","1996-10-29",1997,1,1996,"Unlikely","NoLostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",168.00,"1996-06-03","1996-04-01","1996-06-03",1996,3,1996,"Reasonably","LostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",235.00,"1996-06-11","1996-06-11","1996-06-11",1996,3,1996,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",506.00,"1996-06-19","1996-04-01","1996-06-19",1996,3,1996,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-06-18","1996-04-01","1996-06-18",1996,3,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-08-06","1996-07-08","1996-08-06",1996,4,1996,"Unlikely","NoLostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",690.00,"1996-06-05","1996-06-04","1996-06-05",1996,3,1996,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-06-18","1996-04-01","1996-06-18",1996,3,1996,"Unlikely","LostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",235.00,"1996-08-12","1996-07-08","1996-08-12",1996,4,1996,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-07-15","1996-07-08","1996-07-15",1996,4,1996,"Unlikely","NoLostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-08-12","1996-07-08","1996-08-12",1996,4,1996,"Unlikely","NoLostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-08-12","1996-07-08","1996-08-12",1996,4,1996,"Unlikely","NoLostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-11-19","1996-10-01","1996-11-19",1997,1,1996,"Unlikely","NoLostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",235.00,"1996-04-24","1996-04-01","1996-04-24",1996,3,1996,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",506.00,"1996-02-07","1996-02-07","1996-02-07",1996,2,1996,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-10-08","1996-10-07","1996-10-08",1997,1,1996,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-10-07","1996-10-07","1996-10-07",1997,1,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",204.00,"1996-03-07","1996-01-29","1996-03-07",1996,2,1996,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-03-19","1996-01-29","1996-03-19",1996,2,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",204.00,"1996-02-27","1996-01-29","1996-02-27",1996,2,1996,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-03-25","1996-01-29","1996-03-25",1996,2,1996,"Unlikely","LostDays","HighNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-02-29","1996-01-29","1996-02-29",1996,2,1996,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-03-13","1996-01-29","1996-03-13",1996,2,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-03-25","1996-01-29","1996-03-25",1996,2,1996,"Unlikely","Fatal","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-10-09","1996-10-01","1996-10-09",1997,1,1996,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-06-04","1996-04-01","1996-06-04",1996,3,1996,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",50.00,"1996-08-07","1996-07-08","1996-08-07",1996,4,1996,"Unlikely","NoLostDays","LowNegligence"
