"controller_name","violator_name","mine_name","current_assessment_amt","iss_dt","inspection_begin_dt","violation_occur_dt","fiscal_yr","fiscal_qtr","iss_year","likelihood","inj_illness","negligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",294.00,"2002-04-04","2002-04-03","2002-04-04",2002,3,2002,"Reasonably","LostDays","ModNegligence"
"","H G Carte Electric Inc","Upper Big Branch Mine-South",201.00,"2002-07-30","2002-07-29","2002-07-30",2002,4,2002,"Highly","Fatal","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",557.00,"2002-12-08","2002-10-01","2002-12-08",2003,1,2002,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2002-11-06","2002-10-01","2002-11-06",2003,1,2002,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2002-10-10","2002-10-01","2002-10-10",2003,1,2002,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2002-12-02","2002-10-01","2002-12-02",2003,1,2002,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",259.00,"2002-02-04","2002-01-02","2002-02-04",2002,2,2002,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",475.00,"2002-05-06","2002-04-12","2002-05-06",2002,3,2002,"Reasonably","Fatal","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",475.00,"2002-06-12","2002-04-12","2002-06-12",2002,3,2002,"Reasonably","Fatal","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",283.00,"2003-04-14","2003-04-01","2003-04-14",2003,3,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",286.00,"2003-12-18","2003-10-01","2003-12-18",2004,1,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-10-22","2003-10-01","2003-10-22",2004,1,2003,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-12-08","2003-10-01","2003-12-08",2004,1,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-12-02","2003-10-01","2003-12-02",2004,1,2003,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",375.00,"2003-09-23","2003-07-03","2003-09-23",2003,4,2003,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-06-23","2003-06-23","2003-06-23",2003,3,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-05-01","2003-04-01","2003-05-01",2003,3,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-07-20","2003-07-03","2003-07-20",2003,4,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",375.00,"2003-08-18","2003-07-03","2003-08-18",2003,4,2003,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-08-18","2003-07-03","2003-08-18",2003,4,2003,"Unlikely","NoLostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-07-07","2003-07-03","2003-07-07",2003,4,2003,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",286.00,"2003-07-28","2003-07-03","2003-07-28",2003,4,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",286.00,"2003-09-23","2003-07-03","2003-09-23",2003,4,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",286.00,"2003-07-20","2003-07-03","2003-07-20",2003,4,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2003-01-23","2003-01-02","2003-01-23",2003,2,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-08-08","2003-08-05","2003-08-08",2003,4,2003,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-12-09","2003-10-01","2003-12-09",2004,1,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",286.00,"2003-11-05","2003-10-01","2003-11-05",2004,1,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",286.00,"2003-11-04","2003-10-01","2003-11-04",2004,1,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",614.00,"2003-07-24","2003-03-19","2003-07-24",2003,4,2003,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-10-17","2003-10-01","2003-10-17",2004,1,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-11-21","2003-10-01","2003-11-21",2004,1,2003,"Unlikely","Fatal","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-12-10","2003-10-01","2003-12-10",2004,1,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-12-02","2003-10-01","2003-12-02",2004,1,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",283.00,"2003-04-14","2003-04-01","2003-04-14",2003,3,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-06-10","2003-04-01","2003-06-10",2003,3,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2003-02-10","2003-01-02","2003-02-10",2003,2,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2003-02-11","2003-01-02","2003-02-11",2003,2,2003,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-08-18","2003-07-03","2003-08-18",2003,4,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",475.00,"2003-01-28","2003-01-02","2003-01-28",2003,2,2003,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",307.00,"2003-08-08","2003-08-05","2003-08-08",2003,4,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-08-14","2003-07-03","2003-08-14",2003,4,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",375.00,"2003-07-20","2003-07-03","2003-07-20",2003,4,2003,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",307.00,"2003-08-08","2003-08-05","2003-08-08",2003,4,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",305.00,"2003-09-04","2003-09-04","2003-09-04",2003,4,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",614.00,"2003-12-04","2003-10-01","2003-12-04",2004,1,2003,"Reasonably","Fatal","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-10-22","2003-10-01","2003-10-22",2004,1,2003,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2003-03-10","2003-03-10","2003-03-10",2003,2,2003,"Unlikely","Permanent","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-10-08","2003-10-01","2003-10-08",2004,1,2003,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2003-01-16","2003-01-16","2003-01-16",2003,2,2003,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-09-23","2003-07-03","2003-09-23",2003,4,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",760.00,"2003-02-11","2003-01-02","2003-02-11",2003,2,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",375.00,"2003-08-14","2003-07-03","2003-08-14",2003,4,2003,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2003-01-23","2003-01-02","2003-01-23",2003,2,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",375.00,"2003-07-20","2003-07-03","2003-07-20",2003,4,2003,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-09-08","2003-07-03","2003-09-08",2003,4,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-07-29","2003-07-03","2003-07-29",2003,4,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-08-25","2003-07-29","2003-08-25",2003,4,2003,"NoLikelihood","NoLostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",305.00,"2003-07-20","2003-07-03","2003-07-20",2003,4,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",307.00,"2003-08-08","2003-08-05","2003-08-08",2003,4,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-08-08","2003-08-05","2003-08-08",2003,4,2003,"Unlikely","Fatal","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-08-08","2003-08-05","2003-08-08",2003,4,2003,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-05-29","2003-04-01","2003-05-29",2003,3,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2003-04-10","2003-04-01","2003-04-10",2003,3,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",286.00,"2003-12-10","2003-10-01","2003-12-10",2004,1,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-10-17","2003-10-01","2003-10-17",2004,1,2003,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",286.00,"2003-09-09","2003-09-09","2003-09-09",2003,4,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2003-02-25","2003-02-24","2003-02-25",2003,2,2003,"Unlikely","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-10-23","2003-10-22","2003-10-23",2004,1,2003,"Unlikely","Permanent","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",440.00,"2003-09-24","2003-09-23","2003-09-24",2003,4,2003,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",286.00,"2003-07-20","2003-07-03","2003-07-20",2003,4,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2003-03-04","2004-01-08","2003-03-04",2003,2,2003,"Unlikely","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2003-01-28","2003-01-02","2003-01-28",2003,2,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-07-28","2003-07-03","2003-07-28",2003,4,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-08-04","2003-08-04","2003-08-04",2003,4,2003,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",259.00,"2003-03-21","2003-03-21","2003-03-21",2003,2,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",283.00,"2003-05-14","2003-05-14","2003-05-14",2003,3,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2003-04-10","2003-04-01","2003-04-10",2003,3,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",259.00,"2003-04-10","2003-04-01","2003-04-10",2003,3,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",286.00,"2003-10-21","2003-10-01","2003-10-21",2004,1,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-10-30","2003-10-01","2003-10-30",2004,1,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-07-24","2003-03-19","2003-07-24",2003,4,2003,"Unlikely","Permanent","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-11-13","2003-10-01","2003-11-13",2004,1,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-10-17","2003-10-01","2003-10-17",2004,1,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-12-09","2003-10-01","2003-12-09",2004,1,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-11-18","2003-10-01","2003-11-18",2004,1,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",1270.00,"2003-03-10","2003-03-10","2003-03-10",2003,2,2003,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",242.90,"2003-02-25","2003-02-24","2003-02-25",2003,2,2003,"Reasonably","Permanent","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",294.00,"2003-01-23","2003-01-02","2003-01-23",2003,2,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",259.00,"2003-03-08","2004-01-08","2003-03-08",2003,2,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2003-01-23","2003-01-02","2003-01-23",2003,2,2003,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-08-25","2003-07-29","2003-08-25",2003,4,2003,"NoLikelihood","NoLostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2003-01-28","2003-01-02","2003-01-28",2003,2,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-09-08","2003-07-03","2003-09-08",2003,4,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-08-18","2003-07-03","2003-08-18",2003,4,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-09-08","2003-07-03","2003-09-08",2003,4,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-07-20","2003-07-03","2003-07-20",2003,4,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",307.00,"2003-08-08","2003-08-05","2003-08-08",2003,4,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",307.00,"2003-08-08","2003-08-05","2003-08-08",2003,4,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",283.00,"2003-04-14","2003-04-01","2003-04-14",2003,3,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2003-03-04","2004-01-08","2003-03-04",2003,2,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",286.00,"2003-09-23","2003-07-03","2003-09-23",2003,4,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",375.00,"2003-08-18","2003-07-03","2003-08-18",2003,4,2003,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",283.00,"2003-04-14","2003-04-01","2003-04-14",2003,3,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-05-07","2003-04-01","2003-05-07",2003,3,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-10-16","2003-10-01","2003-10-16",2004,1,2003,"Unlikely","Fatal","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-12-04","2003-10-01","2003-12-04",2004,1,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-10-30","2003-10-01","2003-10-30",2004,1,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",286.00,"2003-12-10","2003-10-01","2003-12-10",2004,1,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-12-18","2003-10-01","2003-12-18",2004,1,2003,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",614.00,"2003-08-21","2003-08-21","2003-08-21",2003,4,2003,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",286.00,"2003-07-20","2003-07-03","2003-07-20",2003,4,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-07-07","2003-07-03","2003-07-07",2003,4,2003,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2003-01-23","2003-01-02","2003-01-23",2003,2,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2003-01-28","2003-01-02","2003-01-28",2003,2,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-09-08","2003-07-03","2003-09-08",2003,4,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",375.00,"2003-07-20","2003-07-03","2003-07-20",2003,4,2003,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-07-28","2003-07-03","2003-07-28",2003,4,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-07-07","2003-07-03","2003-07-07",2003,4,2003,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",375.00,"2003-07-20","2003-07-03","2003-07-20",2003,4,2003,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",4000.00,"2003-08-08","2003-08-05","2003-08-08",2003,4,2003,"Highly","Fatal","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-05-02","2003-04-01","2003-05-02",2003,3,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2003-03-04","2004-01-08","2003-03-04",2003,2,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-09-23","2003-07-03","2003-09-23",2003,4,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-09-23","2003-07-03","2003-09-23",2003,4,2003,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",1096.00,"2003-07-20","2003-07-03","2003-07-20",2003,4,2003,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",614.00,"2003-08-14","2003-07-03","2003-08-14",2003,4,2003,"Reasonably","Fatal","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",375.00,"2003-09-23","2003-07-03","2003-09-23",2003,4,2003,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",286.00,"2003-09-08","2003-07-03","2003-09-08",2003,4,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",1096.00,"2003-07-20","2003-07-03","2003-07-20",2003,4,2003,"Reasonably","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2003-02-19","2003-01-02","2003-02-19",2003,2,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-09-08","2003-07-03","2003-09-08",2003,4,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2003-02-11","2003-01-02","2003-02-11",2003,2,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-09-29","2003-07-03","2003-09-29",2003,4,2003,"Unlikely","LostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-08-25","2003-07-29","2003-08-25",2003,4,2003,"NoLikelihood","NoLostDays","LowNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-07-07","2003-07-03","2003-07-07",2003,4,2003,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-07-07","2003-07-03","2003-07-07",2003,4,2003,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",307.00,"2003-08-08","2003-08-05","2003-08-08",2003,4,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",5300.00,"2003-08-08","2003-08-05","2003-08-08",2003,4,2003,"Highly","Fatal","HighNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-06-23","2003-06-23","2003-06-23",2003,3,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-08-08","2003-08-05","2003-08-08",2003,4,2003,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-11-06","2003-10-01","2003-11-06",2004,1,2003,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-06-15","2003-04-01","2003-06-15",2003,3,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",614.00,"2003-11-12","2003-10-01","2003-11-12",2004,1,2003,"Reasonably","Fatal","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",286.00,"2003-10-14","2003-10-01","2003-10-14",2004,1,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-10-14","2003-10-01","2003-10-14",2004,1,2003,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",283.00,"2003-04-14","2003-04-01","2003-04-14",2003,3,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",259.00,"2003-03-06","2003-03-06","2003-03-06",2003,2,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-11-12","2003-10-01","2003-11-12",2004,1,2003,"Unlikely","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",286.00,"2003-12-10","2003-10-01","2003-12-10",2004,1,2003,"Reasonably","LostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2003-02-25","2003-02-24","2003-02-25",2003,2,2003,"Unlikely","Permanent","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-04-14","2003-04-01","2003-04-14",2003,3,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-10-17","2003-10-01","2003-10-17",2004,1,2003,"Unlikely","Fatal","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-11-18","2003-10-01","2003-11-18",2004,1,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",1238.00,"2003-10-09","2003-07-19","2003-10-09",2004,1,2003,"Occurred","Fatal","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2003-03-12","2003-03-12","2003-03-12",2003,2,2003,"Unlikely","Fatal","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",55.00,"2003-01-23","2003-01-02","2003-01-23",2003,2,2003,"Unlikely","NoLostDays","ModNegligence"
"Massey Energy Company","Performance Coal Company","Upper Big Branch Mine-South",60.00,"2003-07-07","2003-07-03","2003-07-07",2003,4,2003,"Unlikely","LostDays","ModNegligence"
