mine_id,date,last_yr_viols,last_yr_penals,avg_last_3yr_viols,avg_last_3yr_penals,accident_label
4608791, 2010-10-01,0,0,126.33,40800,0
4608791, 2010-11-01,0,0,123.67,40291.67,0
4608791, 2011-1-01,0,0,115.34,35338.67,0
4608791, 2011-2-01,0,0,108.67,30715.33,0
4608791, 2011-3-01,0,0,100,25538.33,0
4608791, 2011-4-01,0,0,97.67,24942.33,0
4608791, 2011-5-01,0,0,95,24313,0
4608791, 2011-6-01,0,0,93.67,24135,0
4608791, 2011-7-01,0,0,91.33,23696.67,0
4608791, 2011-8-01,0,0,89,23022.67,0
4608791, 2011-9-01,0,0,86.66,22384.33,0
4608791, 2011-10-01,0,0,84.33,21180,0
4608791, 2011-11-01,0,0,80.33,20035.67,0
4608791, 2012-1-01,0,0,72.33,17819.34,0
4608791, 2012-2-01,0,0,63.33,15869.34,0
4608791, 2012-3-01,0,0,43.66,11077.67,0
4608791, 2012-4-01,0,0,27.66,6981,0
4608791, 2012-5-01,0,0,13.66,3453.33,0
4608791, 2012-6-01,0,0,8.33,1995.33,0
4608791, 2012-7-01,0,0,4,981,0
4608791, 2012-8-01,0,0,0,0,0
4608791, 2012-9-01,0,0,0,0,0
4608791, 2012-10-01,0,0,0,0,0
4608791, 2012-11-01,0,0,0,0,0
