"","gvkey","fyear","rankindex","annual_rank_index"
"12645","009069",1995,NA,0
"12646","009069",1996,NA,3
"12647","009069",1997,NA,7
"12648","009069",1998,NA,7
"12649","009074",1990,0.8,NA
"12650","009074",1991,0.8,NA
"12651","009074",1992,1,NA
"12652","009074",1993,1.33333333333333,NA
"12653","009074",1994,2,NA
"12654","009074",1995,NA,4
"12655","009112",2000,1.2,NA
"12656","009112",2001,1.5,NA
"12657","009112",2002,2,NA
"12658","009112",2003,3,NA
"12659","009112",2004,6,NA
"12660","009112",2005,NA,6
"12661","009113",1996,NA,6
"12662","009125",1992,1.4,NA
"12663","009125",1993,1.4,NA
"12664","009125",1994,2,NA
"12665","009125",1995,2,NA
"12666","009125",1996,3.2,NA
"12667","009125",1997,1.8,7
"12668","009125",1998,1.8,0
"12669","009125",1999,2.4,3
"12670","009125",2000,2.4,NA
"12671","009125",2001,1.6,6
"12672","009125",2002,1.6,NA
"12673","009125",2003,1.6,NA
"12674","009125",2004,0.4,6
"12675","009125",2005,0.4,NA
"12676","009125",2006,NA,2
"12677","009125",2007,NA,0
"12678","009145",1994,NA,6
"12679","009145",1995,NA,6
"12680","009145",1996,NA,6
"12681","009154",2008,NA,0
"12682","009154",2009,NA,0
"12683","009155",1989,1.2,NA
"12684","009155",1990,2.4,NA
"12685","009155",1991,4.2,NA
"12686","009155",1992,6,NA
"12687","009155",1993,7.8,NA
"12688","009155",1994,8.4,6
"12689","009155",1995,9,6
"12690","009155",1996,8.8,9
"12691","009155",1997,8.8,9
"12692","009155",1998,8.8,9
"12693","009155",1999,8.8,9
"12694","009155",2000,8.8,9
"12695","009155",2001,9,8
"12696","009155",2002,9,9
"12697","009155",2003,9,9
"12698","009155",2004,9,9
"12699","009155",2005,9,9
"12700","009155",2006,8.2,9
"12701","009155",2007,6.4,9
"12702","009155",2008,4.6,9
"12703","009155",2009,3.5,9
"12704","009155",2010,1.66666666666667,9
"12705","009155",2011,NA,5
"12706","009161",1991,1.8,NA
"12707","009161",1992,3.2,NA
"12708","009161",1993,5,NA
"12709","009161",1994,6.6,NA
"12710","009161",1995,8.4,NA
"12711","009161",1996,8,9
"12712","009161",1997,8.25,7
"12713","009161",1998,8,9
"12714","009161",1999,8,8
"12715","009161",2000,7,9
"12716","009161",2001,NA,7
"12717","009168",1989,1.2,NA
"12718","009168",1990,2.2,NA
"12719","009168",1991,4,NA
"12720","009168",1992,5,NA
"12721","009168",1993,6.66666666666667,NA
"12722","009168",1994,7,6
"12723","009168",1995,9,5
"12724","009168",1996,NA,9
"12725","009171",2008,NA,0
"12726","009171",2010,NA,0
"12727","009173",1989,1,NA
"12728","009173",1990,1.8,NA
"12729","009173",1991,3.6,NA
"12730","009173",1992,5.4,NA
"12731","009173",1993,6.8,NA
"12732","009173",1994,7.4,5
"12733","009173",1995,8.2,4
"12734","009173",1996,8.2,9
"12735","009173",1997,7.6,9
"12736","009173",1998,8,7
"12737","009173",1999,8,8
"12738","009173",2000,7.8,8
"12739","009173",2001,7.6,9
"12740","009173",2002,8,6
"12741","009173",2003,7.8,9
"12742","009173",2004,8,8
"12743","009173",2005,7.6,7
"12744","009173",2006,7.4,8
"12745","009173",2007,5.8,8
"12746","009173",2008,5.25,8
"12747","009173",2009,4,9
"12748","009173",2010,3.5,5
"12749","009173",2011,NA,7
"12750","009177",2008,NA,0
"12751","009186",1991,0.4,NA
"12752","009186",1992,0.4,NA
"12753","009186",1993,1.2,NA
"12754","009186",1994,1.2,NA
"12755","009186",1995,1.2,0
"12756","009186",1996,1,2
"12757","009186",1997,1.33333333333333,0
"12758","009186",1998,NA,4
"12759","009194",1989,0.6,NA
"12760","009194",1990,1.4,NA
"12761","009194",1991,2.2,NA
"12762","009194",1992,3,NA
"12763","009194",1993,4,NA
"12764","009194",1994,4.4,3
"12765","009194",1995,4.8,4
"12766","009194",1996,5.2,4
"12767","009194",1997,5.5,4
"12768","009194",1998,5.66666666666667,5
"12769","009194",1999,6,5
"12770","009194",2000,6,6
"12771","009194",2001,NA,6
"12772","009195",1989,1.4,NA
"12773","009195",1990,2.4,NA
"12774","009195",1991,4.2,NA
"12775","009195",1992,6,NA
"12776","009195",1993,7.8,NA
"12777","009195",1994,8,7
"12778","009195",1995,9,5
"12779","009195",1996,9,9
"12780","009195",1997,9,9
"12781","009195",1998,NA,9
"12782","009203",1989,0.4,NA
"12783","009203",1990,1,NA
"12784","009203",1991,2.4,NA
"12785","009203",1992,3.6,NA
"12786","009203",1993,5.4,NA
"12787","009203",1994,6.6,2
"12788","009203",1995,7.6,3
"12789","009203",1996,7.8,7
"12790","009203",1997,8.25,6
"12791","009203",1998,8,9
"12792","009203",1999,8,8
"12793","009203",2000,8,8
"12794","009203",2001,NA,8
"12795","009203",2002,NA,8
"12796","009203",2003,NA,8
"12797","009203",2004,NA,9
"12798","009203",2005,NA,8
"12799","009203",2006,NA,9
"12800","009203",2007,NA,9
"12801","009203",2008,NA,9
"12802","009203",2009,NA,8
"12803","009203",2010,NA,7
"12804","009203",2011,NA,3
"12805","009215",2008,NA,0
"12806","009215",2009,NA,0
"12807","009215",2010,NA,0
"12808","009215",2011,NA,0
"12809","009221",1994,NA,4
"12810","009221",1995,NA,4
"12811","009221",1996,NA,4
"12812","009221",1997,NA,4
"12813","009221",1998,NA,4
"12814","009221",1999,NA,4
"12815","009225",2008,NA,0
"12816","009225",2010,NA,0
"12817","009225",2011,NA,0
"12818","009236",1995,NA,0
"12819","009242",2008,NA,0
"12820","009242",2009,NA,0
"12821","009242",2010,NA,0
"12822","009242",2011,NA,0
"12823","009258",1996,NA,4
"12824","009258",1997,NA,4
"12825","009258",1998,NA,3
"12826","009258",1999,NA,2
"12827","009258",2001,NA,3
"12828","009258",2003,NA,5
"12829","009258",2004,NA,4
"12830","009258",2005,NA,3
"12831","009258",2007,NA,2
"12832","009258",2008,NA,4
"12833","009259",1989,0.6,NA
"12834","009259",1990,2,NA
"12835","009259",1991,3.6,NA
"12836","009259",1992,5.4,NA
"12837","009259",1993,6,NA
"12838","009259",1994,7,3
"12839","009259",1995,7.2,7
"12840","009259",1996,7.4,8
"12841","009259",1997,7.2,9
"12842","009259",1998,8.4,3
"12843","009259",1999,8.6,8
"12844","009259",2000,8.8,8
"12845","009259",2001,8.75,9
"12846","009259",2002,9,8
"12847","009259",2003,9,9
"12848","009259",2004,9,9
"12849","009259",2005,NA,9
"12850","009284",1989,0.6,NA
"12851","009284",1990,0.6,NA
"12852","009284",1991,2,NA
"12853","009284",1992,2.8,NA
"12854","009284",1993,3.4,NA
"12855","009284",1994,4.4,3
"12856","009284",1995,5.4,0
"12857","009284",1996,5.2,7
"12858","009284",1997,5.2,4
"12859","009284",1998,5.6,3
"12860","009284",1999,5.4,8
"12861","009284",2000,5.4,5
"12862","009284",2001,5.4,6
"12863","009284",2002,5.6,4
"12864","009284",2003,5.8,5
"12865","009284",2004,6,7
"12866","009284",2005,6.2,5
"12867","009284",2006,6.2,6
"12868","009284",2007,5.2,5
"12869","009284",2008,4,6
"12870","009284",2009,3,8
"12871","009284",2010,2,6
"12872","009284",2011,NA,6
"12873","009289",1989,0.4,NA
"12874","009289",1990,0.4,NA
"12875","009289",1991,1.2,NA
"12876","009289",1992,2.4,NA
"12877","009289",1993,3.4,NA
"12878","009289",1994,3.6,2
"12879","009289",1995,4.8,NA
"12880","009289",1996,5.4,4
"12881","009289",1997,5.4,6
"12882","009289",1998,5.6,5
"12883","009289",1999,6.2,3
"12884","009289",2000,5.6,6
"12885","009289",2001,4.8,7
"12886","009289",2002,4.8,6
"12887","009289",2003,3.6,6
"12888","009289",2004,2.4,6
"12889","009289",2005,1.8,3
"12890","009289",2006,1.2,3
"12891","009289",2007,NA,6
"12892","009293",1989,0.4,NA
"12893","009293",1990,0.4,NA
"12894","009293",1991,2.2,NA
"12895","009293",1992,4,NA
"12896","009293",1993,5.4,NA
"12897","009293",1994,6.2,2
"12898","009293",1995,7.4,0
"12899","009293",1996,7.2,9
"12900","009293",1997,7.2,9
"12901","009293",1998,6.6,7
"12902","009293",1999,6.6,6
"12903","009293",2000,6.2,6
"12904","009293",2001,5.75,8
"12905","009293",2002,4.66666666666667,9
"12906","009293",2003,5,4
"12907","009293",2004,4,6
"12908","009293",2005,NA,4
"12909","009298",1994,NA,0
"12910","009298",1997,NA,0
"12911","009298",2001,NA,0
"12912","009298",2002,NA,0
"12913","009301",1989,1.2,NA
"12914","009301",1990,1.2,NA
"12915","009301",1991,1.5,NA
"12916","009301",1992,3.75,NA
"12917","009301",1993,5,NA
"12918","009301",1994,4.5,6
"12919","009301",1995,9,NA
"12920","009301",1997,NA,9
"12921","009308",1989,0.6,NA
"12922","009308",1990,0.6,NA
"12923","009308",1991,2,NA
"12924","009308",1992,3.2,NA
"12925","009308",1993,4.8,NA
"12926","009308",1994,5.4,3
"12927","009308",1995,6.75,NA
"12928","009308",1996,6.66666666666667,7
"12929","009308",1997,7,6
"12930","009308",1998,6,8
"12931","009308",1999,NA,6
"12932","009311",1989,1.2,NA
"12933","009311",1990,2.2,NA
"12934","009311",1991,3.4,NA
"12935","009311",1992,4.4,NA
"12936","009311",1993,5.6,NA
"12937","009311",1994,5.4,6
"12938","009311",1995,5.2,5
"12939","009311",1996,5.2,6
"12940","009311",1997,5.4,5
"12941","009311",1998,5.4,6
"12942","009311",1999,5.6,5
"12943","009311",2000,5.8,4
"12944","009311",2001,5.6,6
"12945","009311",2002,5.5,6
"12946","009311",2003,5.33333333333333,6
"12947","009311",2004,5,6
"12948","009311",2005,5,5
"12949","009311",2006,NA,5
"12950","009313",1989,0.6,NA
"12951","009313",1990,1.8,NA
"12952","009313",1991,3.6,NA
"12953","009313",1992,5.4,NA
"12954","009313",1993,7,NA
"12955","009313",1994,8,3
"12956","009313",1995,8.6,6
"12957","009313",1996,8.4,9
"12958","009313",1997,8.25,9
"12959","009313",1998,8.33333333333333,8
"12960","009313",1999,8.5,8
"12961","009313",2000,8,9
"12962","009313",2001,NA,8
"12963","009323",2008,NA,0
"12964","009323",2009,NA,0
"12965","009323",2010,NA,0
"12966","009324",1990,0.6,NA
"12967","009324",1991,1.2,NA
"12968","009324",1992,2.4,NA
"12969","009324",1993,3.6,NA
"12970","009324",1994,3.6,NA
"12971","009324",1995,3,3
"12972","009324",1996,2.4,3
"12973","009324",1997,1.2,6
"12974","009324",1998,NA,6
"12975","009324",1999,NA,0
"12976","009324",2000,NA,0
"12977","009324",2001,NA,0
"12978","009324",2002,NA,0
"12979","009324",2004,NA,0
"12980","009324",2008,NA,0
"12981","009324",2010,NA,0
"12982","009325",1991,1.2,NA
"12983","009325",1992,2.4,NA
"12984","009325",1993,3,NA
"12985","009325",1994,4.2,NA
"12986","009325",1995,5.8,NA
"12987","009325",1996,5.8,6
"12988","009325",1997,4.6,6
"12989","009325",1998,5,3
"12990","009325",1999,4.8,6
"12991","009325",2000,4.6,8
"12992","009325",2001,4.8,6
"12993","009325",2002,6.6,0
"12994","009325",2003,7.4,5
"12995","009325",2004,7,5
"12996","009325",2005,5.6,7
"12997","009325",2006,5.2,7
"12998","009325",2007,3.4,9
"12999","009325",2008,1.6,9
"13000","009325",2009,1.25,3
"13001","009325",2010,1.66666666666667,0
"13002","009325",2011,NA,5
"13003","009330",2009,NA,0
"13004","009332",1989,1.2,NA
"13005","009332",1990,2.4,NA
"13006","009332",1991,4,NA
"13007","009332",1992,5.6,NA
"13008","009332",1993,7.4,NA
"13009","009332",1994,7.6,6
"13010","009332",1995,8,6
"13011","009332",1996,8.2,8
"13012","009332",1997,8,8
"13013","009332",1998,7.75,9
"13014","009332",1999,8,7
"13015","009332",2000,8,8
"13016","009332",2001,7,9
"13017","009332",2002,NA,7
"13018","009338",1989,0.8,NA
"13019","009338",1990,1.4,NA
"13020","009338",1991,2,NA
"13021","009338",1992,2.8,NA
"13022","009338",1993,3.4,NA
"13023","009338",1994,3.2,4
"13024","009338",1995,3.2,3
"13025","009338",1996,3.25,3
"13026","009338",1997,3,4
"13027","009338",1998,3,3
"13028","009338",1999,3,3
"13029","009338",2000,NA,3
"13030","009340",1992,0.6,NA
"13031","009340",1993,0.6,NA
"13032","009340",1994,0.6,NA
"13033","009340",1995,0.6,NA
"13034","009340",1996,0.6,NA
"13035","009340",1997,NA,3
"13036","009340",2009,NA,0
"13037","009355",2008,NA,0
"13038","009355",2009,NA,0
"13039","009357",1989,0.6,NA
"13040","009357",1990,1.2,NA
"13041","009357",1991,1.8,NA
"13042","009357",1992,2.4,NA
"13043","009357",1993,3,NA
"13044","009357",1994,3,3
"13045","009357",1995,3,3
"13046","009357",1996,3,3
"13047","009357",1997,NA,3
"13048","009358",1989,0.8,NA
"13049","009358",1990,1.4,NA
"13050","009358",1991,2.4,NA
"13051","009358",1992,3.4,NA
"13052","009358",1993,4.6,NA
"13053","009358",1994,5.4,4
"13054","009358",1995,6.4,3
"13055","009358",1996,6.75,5
"13056","009358",1997,7.33333333333333,5
"13057","009358",1998,8,6
"13058","009358",1999,8,8
"13059","009358",2000,NA,8
"13060","009359",1994,NA,8
"13061","009359",1995,NA,7
"13062","009359",1996,NA,9
"13063","009359",1997,NA,9
"13064","009359",1998,NA,9
"13065","009359",1999,NA,9
"13066","009359",2000,NA,9
"13067","009359",2001,NA,9
"13068","009359",2002,NA,9
"13069","009359",2003,NA,9
"13070","009359",2004,NA,9
"13071","009359",2005,NA,9
"13072","009359",2006,NA,9
"13073","009359",2007,NA,9
"13074","009359",2008,NA,9
"13075","009359",2009,NA,9
"13076","009359",2010,NA,8
"13077","009359",2011,NA,9
"13078","009372",1989,0.4,NA
"13079","009372",1990,1.8,NA
"13080","009372",1991,3.4,NA
"13081","009372",1992,5,NA
"13082","009372",1993,6.4,NA
"13083","009372",1994,7.8,2
"13084","009372",1995,8.2,7
"13085","009372",1996,8,8
"13086","009372",1997,8.2,8
"13087","009372",1998,8.6,7
"13088","009372",1999,8.4,9
"13089","009372",2000,8.2,9
"13090","009372",2001,8.6,7
"13091","009372",2002,8.2,9
"13092","009372",2003,8.2,9
"13093","009372",2004,8.4,8
"13094","009372",2005,8.6,8
"13095","009372",2006,8.4,9
"13096","009372",2007,7,7
"13097","009372",2008,5.2,9
"13098","009372",2009,4.25,9
"13099","009372",2010,2.66666666666667,9
"13100","009372",2011,NA,8
"13101","009373",1994,NA,5
"13102","009373",1995,NA,5
"13103","009373",1996,NA,5
"13104","009373",1997,NA,6
"13105","009373",1998,NA,6
"13106","009373",1999,NA,6
"13107","009375",1994,NA,7
"13108","009375",1995,NA,7
"13109","009375",1996,NA,7
"13110","009375",1997,NA,7
"13111","009375",1998,NA,7
"13112","009375",1999,NA,7
"13113","009380",1990,1,NA
"13114","009380",1991,1.8,NA
"13115","009380",1992,2.4,NA
"13116","009380",1993,2.4,NA
"13117","009380",1994,2.4,NA
"13118","009380",1995,1.4,5
"13119","009380",1996,1.4,4
"13120","009380",1997,2,3
"13121","009380",1998,2.8,NA
"13122","009380",1999,3.5,NA
"13123","009380",2000,4.66666666666667,NA
"13124","009380",2001,5,4
"13125","009380",2002,4,6
"13126","009380",2003,NA,4
"13127","009384",1989,1.6,NA
"13128","009384",1990,3.4,NA
"13129","009384",1991,4.25,NA
"13130","009384",1992,5.66666666666667,NA
"13131","009384",1993,8.5,NA
"13132","009384",1994,9,8
"13133","009384",1995,NA,9
"13134","009403",2002,NA,5
"13135","009403",2003,NA,0
"13136","009403",2004,NA,3
"13137","009411",1989,1.6,NA
"13138","009411",1990,3.2,NA
"13139","009411",1991,5,NA
"13140","009411",1992,6.8,NA
"13141","009411",1993,8.6,NA
"13142","009411",1994,8.8,8
"13143","009411",1995,9,8
"13144","009411",1996,9,9
"13145","009411",1997,9,9
"13146","009411",1998,9,9
"13147","009411",1999,9,9
"13148","009411",2000,9,9
"13149","009411",2001,9,9
"13150","009411",2002,9,9
"13151","009411",2003,9,9
"13152","009411",2004,9,9
"13153","009411",2005,9,9
"13154","009411",2006,9,9
"13155","009411",2007,7.2,9
"13156","009411",2008,5.4,9
"13157","009411",2009,4.5,9
"13158","009411",2010,3,9
"13159","009411",2011,NA,9
"13160","009413",1992,1.4,NA
"13161","009413",1993,2.6,NA
"13162","009413",1994,4,NA
"13163","009413",1995,5.2,NA
"13164","009413",1996,6.4,NA
"13165","009413",1997,6.2,7
"13166","009413",1998,6.2,6
"13167","009413",1999,6,7
"13168","009413",2000,6.2,6
"13169","009413",2001,6.25,6
"13170","009413",2002,6.33333333333333,6
"13171","009413",2003,6.5,6
"13172","009413",2004,7,6
"13173","009413",2005,NA,7
"13174","009433",1989,1.2,NA
"13175","009433",1990,2.8,NA
"13176","009433",1991,4.6,NA
"13177","009433",1992,5.2,NA
"13178","009433",1993,6.5,NA
"13179","009433",1994,6.66666666666667,6
"13180","009433",1995,6,8
"13181","009433",1996,3,9
"13182","009433",1997,NA,3
"13183","009437",1989,1.2,NA
"13184","009437",1990,2.4,NA
"13185","009437",1991,3,NA
"13186","009437",1992,4,NA
"13187","009437",1993,6,NA
"13188","009437",1994,6,6
"13189","009437",1995,NA,6
"13190","009445",2008,NA,0
"13191","009445",2010,NA,0
"13192","009458",1994,NA,3
"13193","009458",1996,NA,6
"13194","009459",1989,0.8,NA
"13195","009459",1990,1.6,NA
"13196","009459",1991,2.4,NA
"13197","009459",1992,3,NA
"13198","009459",1993,3.6,NA
"13199","009459",1994,3.4,4
"13200","009459",1995,3.2,4
"13201","009459",1996,3,4
"13202","009459",1997,3,3
"13203","009459",1998,3,3
"13204","009459",1999,3,3
"13205","009459",2000,3,3
"13206","009459",2001,3,3
"13207","009459",2002,3.2,3
"13208","009459",2003,3.4,3
"13209","009459",2004,3.5,3
"13210","009459",2005,3.66666666666667,3
"13211","009459",2006,4,3
"13212","009459",2007,4,4
"13213","009459",2008,NA,4
"13214","009465",2008,NA,0
"13215","009466",1991,1,NA
"13216","009466",1992,2.4,NA
"13217","009466",1993,3.6,NA
"13218","009466",1994,4.2,0
"13219","009466",1995,5.2,NA
"13220","009466",1996,4.8,5
"13221","009466",1997,3.4,7
"13222","009466",1998,2.2,6
"13223","009466",1999,2,3
"13224","009466",2000,1,5
"13225","009466",2001,1.2,3
"13226","009466",2002,2.6,NA
"13227","009466",2003,4.4,0
"13228","009466",2004,4.6,2
"13229","009466",2005,5.8,0
"13230","009466",2006,5.4,4
"13231","009466",2007,4,7
"13232","009466",2008,2.2,9
"13233","009466",2009,2,3
"13234","009466",2010,0.666666666666667,6
"13235","009466",2011,NA,2
"13236","009472",1989,0.4,NA
"13237","009472",1990,0.4,NA
"13238","009472",1991,1.4,NA
"13239","009472",1992,2.2,NA
"13240","009472",1993,3,NA
"13241","009472",1994,3.6,2
"13242","009472",1995,4.6,0
"13243","009472",1996,4.8,5
"13244","009472",1997,5.2,4
"13245","009472",1998,5.6,4
"13246","009472",1999,5.2,5
"13247","009472",2000,5.2,5
"13248","009472",2001,5.2,6
"13249","009472",2002,4.6,6
"13250","009472",2003,4.6,6
"13251","009472",2004,5,3
"13252","009472",2005,4.4,5
"13253","009472",2006,3.6,6
"13254","009472",2007,3,3
"13255","009472",2008,1.8,6
"13256","009472",2009,1,5
"13257","009472",2010,0.666666666666667,2
"13258","009472",2011,NA,2
"13259","009480",1994,NA,3
"13260","009480",1995,NA,3
"13261","009480",1996,NA,3
"13262","009480",1997,NA,3
"13263","009480",1998,NA,2
"13264","009480",1999,NA,2
"13265","009480",2000,NA,2
"13266","009480",2001,NA,3
"13267","009480",2002,NA,3
"13268","009480",2003,NA,3
"13269","009480",2004,NA,3
"13270","009480",2005,NA,4
"13271","009481",2008,NA,0
"13272","009481",2009,NA,0
"13273","009481",2010,NA,0
"13274","009481",2011,NA,0
"13275","009483",1990,0.6,NA
"13276","009483",1991,2.2,NA
"13277","009483",1992,4,NA
"13278","009483",1993,5,NA
"13279","009483",1994,6.8,NA
"13280","009483",1995,7.4,3
"13281","009483",1996,6.6,8
"13282","009483",1997,6,9
"13283","009483",1998,5.4,5
"13284","009483",1999,3.6,9
"13285","009483",2000,3.8,6
"13286","009483",2001,3.75,4
"13287","009483",2002,3,6
"13288","009483",2003,3.5,2
"13289","009483",2004,7,NA
"13290","009483",2005,NA,7
"13291","009490",2008,NA,0
"13292","009490",2010,NA,0
"13293","009490",2011,NA,0
"13294","009501",2009,NA,0
"13295","009501",2010,NA,0
"13296","009501",2011,NA,0
"13297","009520",1994,NA,2
"13298","009521",1992,0.4,NA
"13299","009521",1993,1,NA
"13300","009521",1994,1,NA
"13301","009521",1995,1,NA
"13302","009521",1996,1,NA
"13303","009521",1997,0.6,2
"13304","009521",1998,NA,3
"13305","009521",2007,NA,3
"13306","009521",2010,NA,7
"13307","009538",1989,1,NA
"13308","009538",1990,1.4,NA
"13309","009538",1991,2.8,NA
"13310","009538",1992,4.2,NA
"13311","009538",1993,5.8,NA
"13312","009538",1994,6.6,5
"13313","009538",1995,8,2
"13314","009538",1996,8.4,7
"13315","009538",1997,8.8,7
"13316","009538",1998,9,8
"13317","009538",1999,9,9
"13318","009538",2000,9,9
"13319","009538",2001,9,9
"13320","009538",2002,8.6,9
"13321","009538",2003,6.8,9
"13322","009538",2004,5,9
"13323","009538",2005,3.2,9
"13324","009538",2006,1.4,9
"13325","009538",2007,NA,7
"13326","009545",1991,1.2,NA
"13327","009545",1992,2.4,NA
"13328","009545",1993,4.2,NA
"13329","009545",1994,5,NA
"13330","009545",1995,5.6,NA
"13331","009545",1996,5.5,6
"13332","009545",1997,5.33333333333333,6
"13333","009545",1998,3.5,9
"13334","009545",1999,3,4
"13335","009545",2000,NA,3
"13336","009548",1994,NA,5
"13337","009548",1995,NA,5
"13338","009548",1997,NA,8
"13339","009548",1998,NA,3
"13340","009548",1999,NA,8
"13341","009548",2000,NA,9
"13342","009551",2008,NA,0
"13343","009551",2009,NA,0
"13344","009551",2010,NA,0
"13345","009551",2011,NA,0
"13346","009555",1989,0.4,NA
"13347","009555",1990,1,NA
"13348","009555",1991,2.8,NA
"13349","009555",1992,4.6,NA
"13350","009555",1993,6.2,NA
"13351","009555",1994,7.4,2
"13352","009555",1995,8.4,3
"13353","009555",1996,8.2,9
"13354","009555",1997,8.2,9
"13355","009555",1998,8.25,8
"13356","009555",1999,8.33333333333333,8
"13357","009555",2000,8.5,8
"13358","009555",2001,9,8
"13359","009555",2002,NA,9
"13360","009555",2003,NA,9
"13361","009555",2004,NA,9
"13362","009555",2005,NA,9
"13363","009555",2006,NA,9
"13364","009555",2007,NA,9
"13365","009555",2008,NA,9
"13366","009555",2009,NA,9
"13367","009555",2010,NA,5
"13368","009555",2011,NA,5
"13369","009556",1989,1.2,NA
"13370","009556",1990,2.4,NA
"13371","009556",1991,3.6,NA
"13372","009556",1992,4.8,NA
"13373","009556",1993,6,NA
"13374","009556",1994,6,6
"13375","009556",1995,6,6
"13376","009556",1996,6,6
"13377","009556",1997,NA,6
"13378","009567",1996,NA,0
"13379","009569",1989,1.5,NA
"13380","009569",1990,2,NA
"13381","009569",1991,3,NA
"13382","009569",1993,6,NA
"13383","009569",1994,NA,6
"13384","009573",1994,NA,2
"13385","009590",1991,0.6,NA
"13386","009590",1992,0.6,NA
"13387","009590",1993,1,NA
"13388","009590",1994,1,NA
"13389","009590",1995,1.6,0
"13390","009590",1996,1,3
"13391","009590",1997,2.2,0
"13392","009590",1998,3.2,2
"13393","009590",1999,3.2,0
"13394","009590",2000,3.2,3
"13395","009590",2001,4.4,NA
"13396","009590",2002,4.2,6
"13397","009590",2003,3.2,7
"13398","009590",2004,3.2,0
"13399","009590",2005,2.6,3
"13400","009590",2006,1.4,6
"13401","009590",2007,0.4,5
"13402","009590",2008,NA,2
"13403","009599",1991,1.6,NA
"13404","009599",1992,3.2,NA
"13405","009599",1993,3.6,NA
"13406","009599",1994,4.8,NA
"13407","009599",1995,5.4,0
"13408","009599",1996,3.8,8
"13409","009599",1997,2.2,8
"13410","009599",1998,1.8,2
"13411","009599",1999,0.6,6
"13412","009599",2000,NA,3
"13413","009599",2002,NA,0
"13414","009599",2003,0.4,NA
"13415","009599",2004,0.4,NA
"13416","009599",2005,0.4,NA
"13417","009599",2006,0.4,NA
"13418","009599",2007,0.4,NA
"13419","009599",2008,NA,2
"13420","009599",2009,NA,0
"13421","009602",1991,0.5,NA
"13422","009602",1993,1.4,NA
"13423","009602",1994,1.4,NA
"13424","009602",1995,2.8,NA
"13425","009602",1996,3.4,2
"13426","009602",1997,3.75,2
"13427","009602",1998,4,3
"13428","009602",1999,6,NA
"13429","009602",2000,5,7
"13430","009602",2001,NA,5
"13431","009607",2008,NA,0
"13432","009611",1994,0.8,NA
"13433","009611",1995,0.8,NA
"13434","009611",1996,0.8,NA
"13435","009611",1997,0.8,NA
"13436","009611",1998,1.4,NA
"13437","009611",1999,1.2,4
"13438","009611",2000,1.2,NA
"13439","009611",2001,1.2,NA
"13440","009611",2002,1.2,NA
"13441","009611",2003,0.6,3
"13442","009611",2004,NA,3
"13443","009612",1989,0.8,NA
"13444","009612",1990,1.6,NA
"13445","009612",1991,3.2,NA
"13446","009612",1992,4.2,NA
"13447","009612",1993,4.6,NA
"13448","009612",1994,4.8,4
"13449","009612",1995,4.8,4
"13450","009612",1996,4,8
"13451","009612",1997,3.66666666666667,5
"13452","009612",1998,4.5,2
"13453","009612",1999,4,5
"13454","009612",2000,NA,4
"13455","009643",1989,0.4,NA
"13456","009643",1990,0.4,NA
"13457","009643",1991,2.2,NA
"13458","009643",1992,3.4,NA
"13459","009643",1993,4.6,NA
"13460","009643",1994,4.2,2
"13461","009643",1995,5.25,NA
"13462","009643",1996,4,9
"13463","009643",1997,3,6
"13464","009643",1998,NA,6
"13465","009649",1992,0.8,NA
"13466","009649",1993,0.8,NA
"13467","009649",1994,1,NA
"13468","009649",1995,1.33333333333333,NA
"13469","009649",1996,2,NA
"13470","009649",1997,NA,4
"13471","009664",2008,NA,0
"13472","009664",2009,NA,0
"13473","009664",2010,NA,0
"13474","009664",2011,NA,0
"13475","009673",1989,1.2,NA
"13476","009673",1990,2.6,NA
"13477","009673",1991,4,NA
"13478","009673",1992,5.6,NA
"13479","009673",1993,6.8,NA
"13480","009673",1994,7,6
"13481","009673",1995,6.8,7
"13482","009673",1996,5.4,7
"13483","009673",1997,4.75,8
"13484","009673",1998,4.33333333333333,6
"13485","009673",1999,3,7
"13486","009673",2000,NA,6
"13487","009691",2008,NA,0
"13488","009691",2010,NA,0
"13489","009692",1989,0.8,NA
"13490","009692",1990,2,NA
"13491","009692",1991,3.2,NA
"13492","009692",1992,4.4,NA
"13493","009692",1993,5.6,NA
"13494","009692",1994,6,4
"13495","009692",1995,6,6
"13496","009692",1996,6,6
"13497","009692",1997,6,6
"13498","009692",1998,NA,6
"13499","009693",2008,NA,0
"13500","009698",1990,0.4,NA
"13501","009698",1991,1.2,NA
"13502","009698",1992,2,NA
"13503","009698",1993,3,NA
"13504","009698",1994,4.2,NA
"13505","009698",1995,4.8,2
"13506","009698",1996,4.8,4
"13507","009698",1997,4.6,4
"13508","009698",1998,4.8,5
"13509","009698",1999,4.6,6
"13510","009698",2000,4.4,5
"13511","009698",2001,4.8,4
"13512","009698",2002,5.6,3
"13513","009698",2003,5.4,6
"13514","009698",2004,4.4,5
"13515","009698",2005,3.6,4
"13516","009698",2006,2.4,6
"13517","009698",2007,1,7
"13518","009698",2008,NA,5
"13519","009698",2009,NA,0
"13520","009698",2011,NA,0
"13521","009699",1991,1.8,NA
"13522","009699",1992,3.6,NA
"13523","009699",1993,4.8,NA
"13524","009699",1994,5.4,0
"13525","009699",1995,6.4,0
"13526","009699",1996,5.8,9
"13527","009699",1997,4.4,9
"13528","009699",1998,4.6,6
"13529","009699",1999,4.6,3
"13530","009699",2000,5.2,5
