"","gvkey","fyear","rankindex","annual_rank_index"
"1","001004",1989,1.6,NA
"2","001004",1990,1.6,NA
"3","001004",1991,2.4,NA
"4","001004",1992,3.2,NA
"5","001004",1993,4.6,NA
"6","001004",1994,4.6,8
"7","001004",1995,5.4,NA
"8","001004",1996,5,4
"9","001004",1997,4.8,4
"10","001004",1998,5,7
"11","001004",1999,5,8
"12","001004",2000,4.8,4
"13","001004",2001,5.2,2
"14","001004",2002,5.8,3
"15","001004",2003,5.6,8
"16","001004",2004,5,8
"17","001004",2005,4.4,3
"18","001004",2006,3.6,4
"19","001004",2007,2.4,6
"20","001004",2008,1,7
"21","001004",2009,NA,5
"22","001013",2008,NA,0
"23","001013",2009,NA,0
"24","001034",1989,0.4,NA
"25","001034",1990,1,NA
"26","001034",1991,2.2,NA
"27","001034",1992,3.4,NA
"28","001034",1993,4,NA
"29","001034",1994,4.4,2
"30","001034",1995,4.2,3
"31","001034",1996,4.4,6
"32","001034",1997,3.8,6
"33","001034",1998,3.6,3
"34","001034",1999,4.6,4
"35","001034",2000,5.8,2
"36","001034",2001,5,7
"37","001034",2002,5.6,3
"38","001034",2003,6.5,2
"39","001034",2004,5.66666666666667,9
"40","001034",2005,4.5,8
"41","001034",2006,6,3
"42","001034",2007,NA,6
"43","001038",1989,0.6,NA
"44","001038",1990,1,NA
"45","001038",1991,1.4,NA
"46","001038",1992,1.8,NA
"47","001038",1993,2.4,NA
"48","001038",1994,2.4,3
"49","001038",1995,2.4,2
"50","001038",1996,2.6,2
"51","001038",1997,3,2
"52","001038",1998,3,3
"53","001038",1999,3,3
"54","001038",2000,3.33333333333333,2
"55","001038",2001,3.5,3
"56","001038",2002,3,4
"57","001038",2003,NA,3
"58","001045",1989,1.2,NA
"59","001045",1990,2.4,NA
"60","001045",1991,4.2,NA
"61","001045",1992,6,NA
"62","001045",1993,7.8,NA
"63","001045",1994,8.4,6
"64","001045",1995,9,6
"65","001045",1996,9,9
"66","001045",1997,9,9
"67","001045",1998,9,9
"68","001045",1999,9,9
"69","001045",2000,9,9
"70","001045",2001,9,9
"71","001045",2002,9,9
"72","001045",2003,9,9
"73","001045",2004,9,9
"74","001045",2005,8.6,9
"75","001045",2006,8.2,9
"76","001045",2007,6.4,9
"77","001045",2008,4.6,9
"78","001045",2009,3.5,9
"79","001045",2010,2.33333333333333,7
"80","001045",2011,NA,7
"81","001050",1990,0.6,NA
"82","001050",1991,0.6,NA
"83","001050",1992,0.6,NA
"84","001050",1993,0.6,NA
"85","001050",1994,0.6,NA
"86","001050",1995,NA,3
"87","001050",2000,NA,0
"88","001050",2002,0.6,NA
"89","001050",2003,2,NA
"90","001050",2004,2.6,NA
"91","001050",2005,2.6,0
"92","001050",2006,2.6,0
"93","001050",2007,2,3
"94","001050",2008,0.6,7
"95","001050",2009,NA,3
"96","001050",2010,NA,0
"97","001072",1994,NA,2
"98","001072",1996,NA,5
"99","001072",1997,NA,6
"100","001072",1998,NA,2
"101","001072",1999,NA,2
"102","001072",2000,NA,3
"103","001072",2001,NA,6
"104","001072",2002,NA,8
"105","001072",2003,NA,2
"106","001072",2004,NA,0
"107","001072",2005,NA,6
"108","001072",2006,NA,9
"109","001072",2007,NA,6
"110","001072",2008,NA,6
"111","001072",2009,NA,3
"112","001072",2010,NA,2
"113","001072",2011,NA,3
"114","001075",1989,1.2,NA
"115","001075",1990,2.4,NA
"116","001075",1991,2.4,NA
"117","001075",1992,2.4,NA
"118","001075",1993,2.4,NA
"119","001075",1994,1.2,6
"120","001075",1995,1,6
"121","001075",1996,1,NA
"122","001075",1997,1,NA
"123","001075",1998,1,NA
"124","001075",1999,1.8,0
"125","001075",2000,2,5
"126","001075",2001,2,0
"127","001075",2002,2,0
"128","001075",2003,2,0
"129","001075",2004,1.2,4
"130","001075",2005,1.4,6
"131","001075",2006,1.4,NA
"132","001075",2007,1.4,NA
"133","001075",2008,1.4,0
"134","001075",2009,1.75,0
"135","001075",2010,NA,7
"136","001075",2011,NA,0
"137","001078",2009,NA,0
"138","001082",1989,0.6,NA
"139","001082",1990,1.2,NA
"140","001082",1991,2.2,NA
"141","001082",1992,2.8,NA
"142","001082",1993,3.6,NA
"143","001082",1994,3.8,3
"144","001082",1995,3.6,3
"145","001082",1996,2.6,5
"146","001082",1997,2,3
"147","001082",1998,1.6,4
"148","001082",1999,1.4,4
"149","001082",2000,1,2
"150","001082",2001,1,NA
"151","001082",2002,1,NA
"152","001082",2003,0.6,2
"153","001082",2004,NA,3
"154","001082",2007,NA,0
"155","001082",2008,NA,0
"156","001082",2009,NA,0
"157","001082",2010,NA,0
"158","001084",2008,NA,0
"159","001084",2009,NA,0
"160","001084",2010,NA,0
"161","001084",2011,NA,0
"162","001094",2000,1.4,NA
"163","001094",2001,1.4,NA
"164","001094",2002,1.4,NA
"165","001094",2003,2.6,NA
"166","001094",2004,2.6,NA
"167","001094",2005,1.2,7
"168","001094",2006,1.2,0
"169","001094",2007,1.2,NA
"170","001094",2008,NA,6
"171","001095",1989,1,NA
"172","001095",1990,1.6,NA
"173","001095",1991,2,NA
"174","001095",1992,2.6,NA
"175","001095",1993,3.6,NA
"176","001095",1994,3.6,5
"177","001095",1995,3.8,3
"178","001095",1996,4.6,2
"179","001095",1997,5,3
"180","001095",1998,5,5
"181","001095",1999,5,5
"182","001095",2000,6,4
"183","001095",2001,NA,6
"184","001096",1994,NA,3
"185","001096",1995,NA,3
"186","001096",1996,NA,3
"187","001096",1997,NA,5
"188","001096",1998,NA,5
"189","001096",2002,NA,3
"190","001104",1994,NA,0
"191","001104",1996,0.4,0
"192","001104",1997,0.4,NA
"193","001104",1998,0.4,0
"194","001104",1999,0.4,NA
"195","001104",2000,0.4,NA
"196","001104",2001,NA,2
"197","001104",2002,NA,0
"198","001104",2004,0.6,NA
"199","001104",2005,0.6,NA
"200","001104",2006,0.6,NA
"201","001104",2007,0.6,NA
"202","001104",2008,0.6,NA
"203","001104",2009,NA,3
"204","001108",1989,1.2,NA
"205","001108",1990,2.6,NA
"206","001108",1991,4,NA
"207","001108",1992,5.4,NA
"208","001108",1993,6.75,NA
"209","001108",1994,7,6
"210","001108",1995,7,7
"211","001108",1996,7,7
"212","001108",1997,NA,7
"213","001111",1989,1,NA
"214","001111",1990,1.8,NA
"215","001111",1991,2.25,NA
"216","001111",1992,3,NA
"217","001111",1993,4.5,NA
"218","001111",1994,4,5
"219","001111",1995,NA,4
"220","001111",1996,NA,3
"221","001111",1997,NA,3
"222","001111",1998,NA,3
"223","001111",1999,NA,2
"224","001111",2000,NA,2
"225","001111",2001,NA,3
"226","001111",2002,NA,3
"227","001111",2003,NA,3
"228","001111",2004,NA,3
"229","001111",2005,NA,4
"230","001111",2006,NA,4
"231","001111",2007,NA,3
"232","001117",1991,0.8,NA
"233","001117",1992,1.4,NA
"234","001117",1993,1.4,NA
"235","001117",1994,1.4,NA
"236","001117",1995,1.4,NA
"237","001117",1996,1.8,4
"238","001117",1997,1.2,3
"239","001117",1998,1.2,0
"240","001117",1999,1.2,NA
"241","001117",2000,1.2,NA
"242","001117",2001,NA,6
"243","001117",2003,0.6,NA
"244","001117",2004,0.6,NA
"245","001117",2005,0.6,0
"246","001117",2006,1.4,NA
"247","001117",2007,1.4,NA
"248","001117",2008,0.8,3
"249","001117",2009,1,0
"250","001117",2010,1.33333333333333,NA
"251","001117",2011,NA,4
"252","001137",1989,1.2,NA
"253","001137",1990,1.5,NA
"254","001137",1991,2,NA
"255","001137",1992,3,NA
"256","001137",1993,6,NA
"257","001137",1994,NA,6
"258","001161",1991,0.6,NA
"259","001161",1992,1.2,NA
"260","001161",1993,2,NA
"261","001161",1994,2,NA
"262","001161",1995,2,0
"263","001161",1996,1.4,3
"264","001161",1997,0.8,3
"265","001161",1998,NA,4
"266","001161",2000,1,NA
"267","001161",2001,1,NA
"268","001161",2002,1,0
"269","001161",2003,1,NA
"270","001161",2004,1,0
"271","001161",2005,NA,5
"272","001161",2008,NA,0
"273","001161",2009,NA,0
"274","001164",1991,1,NA
"275","001164",1992,2.6,NA
"276","001164",1993,4.4,NA
"277","001164",1994,5,0
"278","001164",1995,6.25,NA
"279","001164",1996,6.66666666666667,5
"280","001164",1997,6.33333333333333,8
"281","001164",1998,4.33333333333333,9
"282","001164",1999,5.33333333333333,3
"283","001164",2002,4.5,7
"284","001164",2003,6,3
"285","001164",2004,NA,6
"286","001166",2008,NA,0
"287","001166",2009,NA,0
"288","001166",2010,NA,0
"289","001173",1992,0.4,NA
"290","001173",1993,0.4,NA
"291","001173",1994,0.4,NA
"292","001173",1995,0.4,NA
"293","001173",1996,0.4,NA
"294","001173",1997,NA,2
"295","001173",1998,0.6,NA
"296","001173",1999,0.6,NA
"297","001173",2000,0.6,0
"298","001173",2001,1.2,NA
"299","001173",2002,1.2,0
"300","001173",2003,0.6,3
"301","001173",2004,0.6,NA
"302","001173",2005,0.6,NA
"303","001173",2006,NA,3
"304","001173",2008,NA,0
"305","001173",2009,NA,0
"306","001189",1994,NA,3
"307","001189",1995,NA,3
"308","001189",1996,NA,3
"309","001189",1997,NA,3
"310","001189",1998,NA,3
"311","001203",1989,0.6,NA
"312","001203",1990,0.6,NA
"313","001203",1991,0.6,NA
"314","001203",1992,0.6,NA
"315","001203",1993,0.6,NA
"316","001203",1994,NA,3
"317","001203",1996,NA,0
"318","001203",1997,NA,0
"319","001210",1992,0.6,NA
"320","001210",1993,1.2,NA
"321","001210",1994,2.2,NA
"322","001210",1995,2.8,NA
"323","001210",1996,2.8,NA
"324","001210",1997,2.2,3
"325","001210",1998,2.2,3
"326","001210",1999,1.6,5
"327","001210",2000,1.6,3
"328","001210",2001,2.2,0
"329","001210",2002,2.8,0
"330","001210",2003,3,3
"331","001210",2004,3,2
"332","001210",2005,2.4,3
"333","001210",2006,1.8,3
"334","001210",2007,1.2,3
"335","001210",2008,0.4,4
"336","001210",2009,NA,2
"337","001213",1989,1,NA
"338","001213",1990,1.6,NA
"339","001213",1991,2.6,NA
"340","001213",1992,4.4,NA
"341","001213",1993,6.2,NA
"342","001213",1994,7,5
"343","001213",1995,8.2,3
"344","001213",1996,8,5
"345","001213",1997,7.6,9
"346","001213",1998,7.25,9
"347","001213",1999,6.66666666666667,9
"348","001213",2000,5.5,9
"349","001213",2001,7,4
"350","001213",2002,NA,7
"351","001224",2008,NA,7
"352","001224",2009,NA,3
"353","001224",2010,NA,0
"354","001225",2008,NA,0
"355","001225",2010,NA,0
"356","001228",2008,NA,0
"357","001228",2009,NA,0
"358","001228",2010,NA,0
"359","001230",1989,1.2,NA
"360","001230",1990,1.2,NA
"361","001230",1991,3,NA
"362","001230",1992,4.8,NA
"363","001230",1993,6.4,NA
"364","001230",1994,6.8,6
"365","001230",1995,8.6,0
"366","001230",1996,8.4,9
"367","001230",1997,8.4,9
"368","001230",1998,8.6,8
"369","001230",1999,8.8,8
"370","001230",2000,8.6,9
"371","001230",2001,8.8,8
"372","001230",2002,8.8,9
"373","001230",2003,8.2,9
"374","001230",2004,7.4,9
"375","001230",2005,6.6,8
"376","001230",2006,5.6,9
"377","001230",2007,3.8,9
"378","001230",2008,2.6,6
"379","001230",2009,2,5
"380","001230",2010,1.33333333333333,4
"381","001230",2011,NA,4
"382","001234",1991,0.4,NA
"383","001234",1992,0.4,NA
"384","001234",1993,0.4,NA
"385","001234",1994,0.4,NA
"386","001234",1995,1,NA
"387","001234",1996,1.2,2
"388","001234",1997,1.2,NA
"389","001234",1998,2.4,NA
"390","001234",1999,4.2,NA
"391","001234",2000,4.4,3
"392","001234",2001,5.6,3
"393","001234",2002,5.6,NA
"394","001234",2003,6.2,6
"395","001234",2004,5.4,9
"396","001234",2005,4.6,4
"397","001234",2006,3.2,9
"398","001234",2007,3.2,NA
"399","001234",2008,1.4,9
"400","001234",2009,0.5,5
"401","001234",2010,0.666666666666667,NA
"402","001234",2011,NA,2
"403","001240",1989,1.4,NA
"404","001240",1990,2.8,NA
"405","001240",1991,4.6,NA
"406","001240",1992,6.4,NA
"407","001240",1993,8.2,NA
"408","001240",1994,8.6,7
"409","001240",1995,9,7
"410","001240",1996,9,9
"411","001240",1997,9,9
"412","001240",1998,9,9
"413","001240",1999,9,9
"414","001240",2000,9,9
"415","001240",2001,9,9
"416","001240",2002,9,9
"417","001240",2003,9,9
"418","001240",2004,9,9
"419","001240",2005,NA,9
"420","001243",1994,NA,0
"421","001243",1995,NA,2
"422","001243",1996,NA,3
"423","001243",1997,NA,3
"424","001243",1998,NA,2
"425","001243",1999,NA,3
"426","001243",2000,NA,3
"427","001243",2001,NA,5
"428","001243",2002,NA,3
"429","001243",2003,NA,3
"430","001243",2004,NA,3
"431","001243",2005,NA,8
"432","001243",2006,NA,4
"433","001246",1991,1.2,NA
"434","001246",1992,1.8,NA
"435","001246",1993,3.2,NA
"436","001246",1994,4.6,NA
"437","001246",1995,5.2,NA
"438","001246",1996,4.8,6
"439","001246",1997,4.2,3
"440","001246",1998,4,7
"441","001246",1999,3.4,7
"442","001246",2000,3.8,3
"443","001246",2001,4.2,4
"444","001246",2002,4.2,NA
"445","001246",2003,3.75,6
"446","001246",2004,3.66666666666667,4
"447","001246",2005,3,5
"448","001246",2006,NA,6
"449","001253",1989,1,NA
"450","001253",1990,1,NA
"451","001253",1991,1.25,NA
"452","001253",1992,1.66666666666667,NA
"453","001253",1993,2.5,NA
"454","001253",1994,NA,5
"455","001254",1989,1,NA
"456","001254",1990,1.6,NA
"457","001254",1991,3.4,NA
"458","001254",1992,4.6,NA
"459","001254",1993,6.4,NA
"460","001254",1994,7.2,5
"461","001254",1995,7.6,3
"462","001254",1996,7,9
"463","001254",1997,7.2,6
"464","001254",1998,7,9
"465","001254",1999,6.4,9
"466","001254",2000,6.6,5
"467","001254",2001,6.4,6
"468","001254",2002,5.8,7
"469","001254",2003,5,8
"470","001254",2004,4.8,6
"471","001254",2005,4.4,6
"472","001254",2006,3.4,5
"473","001254",2007,2.6,4
"474","001254",2008,1.8,4
"475","001254",2009,1,5
"476","001254",2010,NA,4
"477","001254",2011,NA,0
"478","001257",2007,NA,0
"479","001259",2009,NA,0
"480","001262",1994,NA,6
"481","001262",1995,NA,5
"482","001262",1996,NA,5
"483","001262",1997,NA,5
"484","001262",1998,NA,5
"485","001262",1999,NA,5
"486","001274",1994,NA,0
"487","001274",1995,NA,0
"488","001274",1996,NA,0
"489","001274",1998,NA,0
"490","001274",2005,NA,0
"491","001274",2006,NA,0
"492","001274",2007,NA,2
"493","001274",2008,NA,2
"494","001274",2009,NA,2
"495","001274",2010,NA,2
"496","001274",2011,NA,2
"497","001278",1995,NA,7
"498","001278",1996,NA,9
"499","001278",1997,NA,5
"500","001278",1998,NA,4
"501","001278",1999,NA,8
"502","001279",2008,NA,0
"503","001279",2010,NA,0
"504","001281",1989,0.6,NA
"505","001281",1990,2.4,NA
"506","001281",1991,4.2,NA
"507","001281",1992,5.8,NA
"508","001281",1993,7.6,NA
"509","001281",1994,8.8,3
"510","001281",1995,8.8,9
"511","001281",1996,8.8,9
"512","001281",1997,9,8
"513","001281",1998,9,9
"514","001281",1999,9,9
"515","001281",2000,9,9
"516","001281",2001,9,9
"517","001281",2002,NA,9
"518","001283",1989,0.4,NA
"519","001283",1990,0.4,NA
"520","001283",1991,0.8,NA
"521","001283",1992,1.2,NA
"522","001283",1993,1.2,NA
"523","001283",1994,0.8,2
"524","001283",1995,1.8,NA
"525","001283",1996,1.4,2
"526","001283",1997,1,2
"527","001283",1998,1,NA
"528","001283",1999,1.8,0
"529","001283",2000,1,5
"530","001283",2001,1.33333333333333,0
"531","001283",2002,2,NA
"532","001283",2003,4,NA
"533","001283",2004,NA,4
"534","001300",1989,1.2,NA
"535","001300",1990,2.4,NA
"536","001300",1991,4.2,NA
"537","001300",1992,5.8,NA
"538","001300",1993,7.6,NA
"539","001300",1994,7.2,6
"540","001300",1995,7.8,6
"541","001300",1996,7.4,9
"542","001300",1997,7.6,8
"543","001300",1998,7.6,9
"544","001300",1999,8.4,4
"545","001300",2000,8.2,9
"546","001300",2001,8.6,7
"547","001300",2002,8.6,9
"548","001300",2003,8.4,9
"549","001300",2004,8.6,8
"550","001300",2005,7.6,8
"551","001300",2006,7.6,9
"552","001300",2007,5.8,9
"553","001300",2008,4.2,8
"554","001300",2009,3,9
"555","001300",2010,3,3
"556","001300",2011,NA,9
"557","001308",1998,NA,0
"558","001308",2006,NA,3
"559","001308",2007,NA,6
"560","001308",2008,NA,2
"561","001308",2009,NA,0
"562","001318",1989,0.8,NA
"563","001318",1990,1.2,NA
"564","001318",1991,2,NA
"565","001318",1992,2,NA
"566","001318",1993,2.6,NA
"567","001318",1994,1.8,4
"568","001318",1995,2.2,2
"569","001318",1996,1.4,4
"570","001318",1997,1.4,0
"571","001318",1998,0.8,3
"572","001318",1999,1.4,NA
"573","001318",2000,0.6,4
"574","001318",2001,1.2,NA
"575","001318",2002,1.5,NA
"576","001318",2003,2,NA
"577","001318",2004,1.5,3
"578","001318",2005,3,0
"579","001318",2006,NA,3
"580","001324",1991,0.6,NA
"581","001324",1992,1.2,NA
"582","001324",1993,1.8,NA
"583","001324",1994,2.4,0
"584","001324",1995,3,NA
"585","001324",1996,3,3
"586","001324",1997,3,3
"587","001324",1998,3,3
"588","001324",1999,3,3
"589","001324",2000,3,3
"590","001324",2001,NA,3
"591","001327",1989,0.6,NA
"592","001327",1990,1,NA
"593","001327",1991,2.2,NA
"594","001327",1992,3.8,NA
"595","001327",1993,5,NA
"596","001327",1994,6.2,3
"597","001327",1995,7.4,2
"598","001327",1996,7.8,6
"599","001327",1997,8,8
"600","001327",1998,8.4,6
"601","001327",1999,8.2,9
"602","001327",2000,8.4,8
"603","001327",2001,8.6,8
"604","001327",2002,8.6,9
"605","001327",2003,8.8,8
"606","001327",2004,9,8
"607","001327",2005,8.4,9
"608","001327",2006,8.2,9
"609","001327",2007,6.4,9
"610","001327",2008,4.6,9
"611","001327",2009,3.5,9
"612","001327",2010,2.66666666666667,6
"613","001327",2011,NA,8
"614","001328",1989,1.4,NA
"615","001328",1990,2.8,NA
"616","001328",1991,3.5,NA
"617","001328",1992,4.66666666666667,NA
"618","001328",1993,7,NA
"619","001328",1994,7,7
"620","001328",1995,NA,7
"621","001331",2010,NA,0
"622","001351",1991,0.4,NA
"623","001351",1992,0.4,NA
"624","001351",1993,0.5,NA
"625","001351",1994,0.666666666666667,NA
"626","001351",1995,1,NA
"627","001351",1996,NA,2
"628","001356",1989,1.8,NA
"629","001356",1990,3.6,NA
"630","001356",1991,5.4,NA
"631","001356",1992,7.2,NA
"632","001356",1993,9,NA
"633","001356",1994,9,9
"634","001356",1995,9,9
"635","001356",1996,9,9
"636","001356",1997,9,9
"637","001356",1998,9,9
"638","001356",1999,9,9
"639","001356",2000,9,9
"640","001356",2001,9,9
"641","001356",2002,9,9
"642","001356",2003,9,9
"643","001356",2004,9,9
"644","001356",2005,9,9
"645","001356",2006,9,9
"646","001356",2007,7.2,9
"647","001356",2008,5.4,9
"648","001356",2009,4.5,9
"649","001356",2010,3,9
"650","001356",2011,NA,9
"651","001359",1989,0.6,NA
"652","001359",1990,1,NA
"653","001359",1991,1.6,NA
"654","001359",1992,2.2,NA
"655","001359",1993,3.4,NA
"656","001359",1994,3.2,3
"657","001359",1995,3.2,2
"658","001359",1996,3.25,3
"659","001359",1997,3.33333333333333,3
"660","001359",1998,2,6
"661","001359",1999,2,2
"662","001359",2000,NA,2
"663","001367",2008,NA,0
"664","001372",1989,1.6,NA
"665","001372",1990,2.8,NA
"666","001372",1991,4.6,NA
"667","001372",1992,6.4,NA
"668","001372",1993,8.2,NA
"669","001372",1994,8.2,8
"670","001372",1995,8.8,6
"671","001372",1996,8.8,9
"672","001372",1997,8.8,9
"673","001372",1998,8.8,9
"674","001372",1999,9,8
"675","001372",2000,9,9
"676","001372",2001,9,9
"677","001372",2002,9,9
"678","001372",2003,NA,9
"679","001380",1989,1.4,NA
"680","001380",1990,2,NA
"681","001380",1991,2,NA
"682","001380",1992,2.6,NA
"683","001380",1993,4.2,NA
"684","001380",1994,3.4,7
"685","001380",1995,4.4,3
"686","001380",1996,5.6,NA
"687","001380",1997,6.2,3
"688","001380",1998,4.6,8
"689","001380",1999,4.6,3
"690","001380",2000,4,8
"691","001380",2001,3.4,6
"692","001380",2002,2.2,6
"693","001380",2003,2.2,0
"694","001380",2004,1.6,3
"695","001380",2005,1,5
"696","001380",2006,0.4,3
"697","001380",2007,0.4,NA
"698","001380",2008,0.4,0
"699","001380",2009,0.5,NA
"700","001380",2010,NA,2
"701","001382",1990,0.8,NA
"702","001382",1991,2.2,NA
"703","001382",1992,4,NA
"704","001382",1993,5.8,NA
"705","001382",1994,7.25,0
"706","001382",1995,8.33333333333333,4
"707","001382",1996,9,7
"708","001382",1997,9,9
"709","001382",1998,NA,9
"710","001382",1999,NA,9
"711","001382",2000,NA,9
"712","001382",2001,NA,9
"713","001382",2002,NA,9
"714","001382",2003,NA,9
"715","001382",2004,NA,8
"716","001382",2005,NA,9
"717","001382",2006,NA,9
"718","001382",2007,NA,9
"719","001382",2008,NA,9
"720","001382",2009,NA,8
"721","001382",2010,NA,6
"722","001382",2011,NA,6
"723","001388",2008,NA,0
"724","001392",1989,1.2,NA
"725","001392",1990,1.2,NA
"726","001392",1991,2,NA
"727","001392",1992,2.5,NA
"728","001392",1993,3.33333333333333,NA
"729","001392",1994,2,6
"730","001392",1995,4,0
"731","001392",1996,NA,4
"732","001397",1989,1.2,NA
"733","001397",1990,2,NA
"734","001397",1991,3.2,NA
"735","001397",1992,4.8,NA
"736","001397",1993,5.8,NA
"737","001397",1994,6.4,6
"738","001397",1995,7.4,4
"739","001397",1996,8,6
"740","001397",1997,8.2,8
"741","001397",1998,9,5
"742","001397",1999,8.8,9
"743","001397",2000,8.8,9
"744","001397",2001,8.6,9
"745","001397",2002,8.4,9
"746","001397",2003,8.4,9
"747","001397",2004,8.2,8
"748","001397",2005,7.6,9
"749","001397",2006,7.2,8
"750","001397",2007,7,8
"751","001397",2008,6.33333333333333,9
"752","001397",2009,6,7
"753","001397",2010,6,6
"754","001397",2011,NA,6
"755","001408",1989,1.4,NA
"756","001408",1990,3,NA
"757","001408",1991,4.8,NA
"758","001408",1992,6.6,NA
"759","001408",1993,8.4,NA
"760","001408",1994,8.8,7
"761","001408",1995,9,8
"762","001408",1996,9,9
"763","001408",1997,9,9
"764","001408",1998,9,9
"765","001408",1999,9,9
"766","001408",2000,9,9
"767","001408",2001,9,9
"768","001408",2002,9,9
"769","001408",2003,9,9
"770","001408",2004,9,9
"771","001408",2005,9,9
"772","001408",2006,9,9
"773","001408",2007,7.2,9
"774","001408",2008,5.4,9
"775","001408",2009,4.5,9
"776","001408",2010,3,9
"777","001408",2011,NA,9
"778","001410",1989,1.2,NA
"779","001410",1990,2.6,NA
"780","001410",1991,4,NA
"781","001410",1992,5.4,NA
"782","001410",1993,7.2,NA
"783","001410",1994,7.2,6
"784","001410",1995,6.6,7
"785","001410",1996,7,7
"786","001410",1997,6.8,7
"787","001410",1998,6.8,9
"788","001410",1999,6.8,6
"789","001410",2000,7.8,4
"790","001410",2001,7.8,9
"791","001410",2002,8.4,6
"792","001410",2003,8.4,9
"793","001410",2004,8.6,6
"794","001410",2005,8.2,9
"795","001410",2006,7.8,9
"796","001410",2007,6,9
"797","001410",2008,4.2,9
"798","001410",2009,3.5,7
"799","001410",2010,2.33333333333333,7
"800","001410",2011,NA,7
"801","001411",1989,0.4,NA
"802","001411",1990,1.2,NA
"803","001411",1991,1.2,NA
"804","001411",1992,1.2,NA
"805","001411",1993,1.2,NA
"806","001411",1994,1,2
"807","001411",1995,NA,4
"808","001411",1996,NA,0
"809","001411",1997,NA,0
"810","001418",1994,NA,0
"811","001418",1997,NA,3
"812","001418",1998,NA,3
"813","001418",1999,NA,5
"814","001439",1989,1.2,NA
"815","001439",1990,1.8,NA
"816","001439",1991,3,NA
"817","001439",1992,4.4,NA
"818","001439",1993,6.2,NA
"819","001439",1994,6.8,6
"820","001439",1995,8,3
"821","001439",1996,8.6,6
"822","001439",1997,8.4,7
"823","001439",1998,8.4,9
"824","001439",1999,8.4,9
"825","001439",2000,8.4,9
"826","001439",2001,8.2,9
"827","001439",2002,8.8,6
"828","001439",2003,8.8,9
"829","001439",2004,8.8,9
"830","001439",2005,8.8,9
"831","001439",2006,9,8
"832","001439",2007,7.2,9
"833","001439",2008,5.4,9
"834","001439",2009,4.5,9
"835","001439",2010,3,9
"836","001439",2011,NA,9
"837","001440",2008,NA,0
"838","001440",2010,NA,0
"839","001450",1994,NA,5
"840","001450",1995,NA,6
"841","001450",1996,NA,6
"842","001450",1997,NA,6
"843","001450",1998,NA,6
"844","001450",1999,NA,6
"845","001450",2000,NA,6
"846","001450",2001,NA,6
"847","001450",2002,NA,6
"848","001450",2003,NA,6
"849","001450",2004,NA,6
"850","001456",1990,0.4,NA
"851","001456",1991,1,NA
"852","001456",1992,1.25,NA
"853","001456",1993,1.66666666666667,NA
"854","001456",1994,2.5,0
"855","001456",1995,3,2
"856","001456",1996,NA,3
"857","001468",1989,1.2,NA
"858","001468",1990,2.4,NA
"859","001468",1991,3.6,NA
"860","001468",1992,5.2,NA
"861","001468",1993,6.8,NA
"862","001468",1994,7.2,6
"863","001468",1995,7.8,6
"864","001468",1996,7.8,6
"865","001468",1997,7.8,8
"866","001468",1998,8,8
"867","001468",1999,7.8,8
"868","001468",2000,7.4,9
"869","001468",2001,7,6
"870","001468",2002,7,8
"871","001468",2003,6.8,9
"872","001468",2004,6.4,7
"873","001468",2005,6,7
"874","001468",2006,6,4
"875","001468",2007,4.4,8
"876","001468",2008,3.5,8
"877","001468",2009,3,5
"878","001468",2010,2,5
"879","001468",2011,NA,4
"880","001478",1989,1.6,NA
"881","001478",1990,3.2,NA
"882","001478",1991,5,NA
"883","001478",1992,6.8,NA
"884","001478",1993,8.6,NA
"885","001478",1994,8.8,8
"886","001478",1995,8.8,8
"887","001478",1996,8.6,9
"888","001478",1997,8.6,9
"889","001478",1998,8.4,9
"890","001478",1999,8.4,9
"891","001478",2000,8.4,8
"892","001478",2001,8.6,8
"893","001478",2002,8.6,9
"894","001478",2003,8.6,8
"895","001478",2004,8.5,9
"896","001478",2005,8.66666666666667,8
"897","001478",2006,8.5,9
"898","001478",2007,8,9
"899","001478",2008,NA,8
"900","001485",1989,1.4,NA
"901","001485",1990,2.6,NA
"902","001485",1991,4.2,NA
"903","001485",1992,5.6,NA
"904","001485",1993,7.2,NA
"905","001485",1994,7.25,7
"906","001485",1995,7.66666666666667,6
"907","001485",1996,7.5,8
"908","001485",1997,8,7
"909","001485",1998,NA,8
"910","001491",2009,NA,0
"911","001496",2009,NA,0
"912","001523",2008,NA,0
"913","001523",2009,NA,0
"914","001523",2010,NA,0
"915","001533",1989,1.2,NA
"916","001533",1990,2.4,NA
"917","001533",1991,3.6,NA
"918","001533",1992,4.8,NA
"919","001533",1993,4.8,NA
"920","001533",1994,3.6,6
"921","001533",1995,2.4,6
"922","001533",1996,2.8,6
"923","001533",1997,2.8,6
"924","001533",1998,3.8,0
"925","001533",1999,4.8,NA
"926","001533",2000,6,NA
"927","001533",2001,5.6,8
"928","001533",2002,6,6
"929","001533",2003,6.2,5
"930","001533",2004,6.6,5
"931","001533",2005,6.4,6
"932","001533",2006,6.4,6
"933","001533",2007,4.8,8
"934","001533",2008,3.6,6
"935","001533",2009,2.75,7
"936","001533",2010,2,5
"937","001533",2011,NA,6
"938","001537",1989,0.4,NA
"939","001537",1990,1.2,NA
"940","001537",1991,2.8,NA
"941","001537",1992,4,NA
"942","001537",1993,5,NA
"943","001537",1994,6,2
"944","001537",1995,7,4
"945","001537",1996,6,8
"946","001537",1997,NA,6
